
List of user-set options:

                                    Name   Value                used
                         acceptable_iter = 15                    yes
                          acceptable_tol = 1e-05                 yes
                        file_print_level = 5                     yes
                   hessian_approximation = limited-memory        yes
                           linear_solver = mumps                 yes
                                max_iter = 3000                  yes
                      nlp_scaling_method = user-scaling          yes
                             output_file = /Users/alfiyandyhr/Github_Repos/atomics/atomics/examples/case_2_hyperelastic_cantilever_beam/run_hyperelastic_cantilever_beam_out/IPOPT.out  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                      sb = yes                   yes
                                     tol = 1e-06                 yes
This is Ipopt version 3.14.19, running with linear solver MUMPS 5.7.3.

Number of nonzeros in equality constraint Jacobian...:        0
Number of nonzeros in inequality constraint Jacobian.:     3600
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     3600
                     variables with only lower bounds:        0
                variables with lower and upper bounds:     3600
                     variables with only upper bounds:        0
Total number of equality constraints.................:        0
Total number of inequality constraints...............:        1
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        1

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
        881  density_unfiltered_881       c     5.000000E-03     3.389929E-01     1.000000E+00           
        882  density_unfiltered_882       c     5.000000E-03     2.438947E-01     1.000000E+00           
        883  density_unfiltered_883       c     5.000000E-03     1.660054E-01     1.000000E+00           
        884  density_unfiltered_884       c     5.000000E-03     1.304492E-01     1.000000E+00           
        885  density_unfiltered_885       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        886  density_unfiltered_886       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        887  density_unfiltered_887       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        888  density_unfiltered_888       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        889  density_unfiltered_889       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        890  density_unfiltered_890       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        891  density_unfiltered_891       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        892  density_unfiltered_892       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        893  density_unfiltered_893       c     5.000000E-03     8.300338E-01     1.000000E+00           
        894  density_unfiltered_894       c     5.000000E-03     6.707143E-01     1.000000E+00           
        895  density_unfiltered_895       c     5.000000E-03     6.317621E-01     1.000000E+00           
        896  density_unfiltered_896       c     5.000000E-03     6.617061E-01     1.000000E+00           
        897  density_unfiltered_897       c     5.000000E-03     7.644679E-01     1.000000E+00           
        898  density_unfiltered_898       c     5.000000E-03     9.259366E-01     1.000000E+00           
        899  density_unfiltered_899       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        900  density_unfiltered_900       c     5.000000E-03     8.583221E-01     1.000000E+00           
        901  density_unfiltered_901       c     5.000000E-03     5.631898E-01     1.000000E+00           
        902  density_unfiltered_902       c     5.000000E-03     3.941071E-01     1.000000E+00           
        903  density_unfiltered_903       c     5.000000E-03     4.674343E-01     1.000000E+00           
        904  density_unfiltered_904       c     5.000000E-03     6.471224E-01     1.000000E+00           
        905  density_unfiltered_905       c     5.000000E-03     8.143309E-01     1.000000E+00           
        906  density_unfiltered_906       c     5.000000E-03     8.771392E-01     1.000000E+00           
        907  density_unfiltered_907       c     5.000000E-03     8.013915E-01     1.000000E+00           
        908  density_unfiltered_908       c     5.000000E-03     6.547171E-01     1.000000E+00           
        909  density_unfiltered_909       c     5.000000E-03     5.151936E-01     1.000000E+00           
        910  density_unfiltered_910       c     5.000000E-03     4.039268E-01     1.000000E+00           
        911  density_unfiltered_911       c     5.000000E-03     3.097110E-01     1.000000E+00           
        912  density_unfiltered_912       c     5.000000E-03     2.167201E-01     1.000000E+00           
        913  density_unfiltered_913       c     5.000000E-03     1.393764E-01     1.000000E+00           
        914  density_unfiltered_914       c     5.000000E-03     1.074212E-01     1.000000E+00           
        915  density_unfiltered_915       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        916  density_unfiltered_916       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        917  density_unfiltered_917       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        918  density_unfiltered_918       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        919  density_unfiltered_919       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        920  density_unfiltered_920       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        921  density_unfiltered_921       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        922  density_unfiltered_922       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        923  density_unfiltered_923       c     5.000000E-03     8.279356E-01     1.000000E+00           
        924  density_unfiltered_924       c     5.000000E-03     6.803327E-01     1.000000E+00           
        925  density_unfiltered_925       c     5.000000E-03     6.519443E-01     1.000000E+00           
        926  density_unfiltered_926       c     5.000000E-03     6.945178E-01     1.000000E+00           
        927  density_unfiltered_927       c     5.000000E-03     8.061015E-01     1.000000E+00           
        928  density_unfiltered_928       c     5.000000E-03     9.368058E-01     1.000000E+00           
        929  density_unfiltered_929       c     5.000000E-03     9.456074E-01     1.000000E+00           
        930  density_unfiltered_930       c     5.000000E-03     7.543553E-01     1.000000E+00           
        931  density_unfiltered_931       c     5.000000E-03     4.829681E-01     1.000000E+00           
        932  density_unfiltered_932       c     5.000000E-03     3.988021E-01     1.000000E+00           
        933  density_unfiltered_933       c     5.000000E-03     5.242596E-01     1.000000E+00           
        934  density_unfiltered_934       c     5.000000E-03     7.058040E-01     1.000000E+00           
        935  density_unfiltered_935       c     5.000000E-03     8.381788E-01     1.000000E+00           
        936  density_unfiltered_936       c     5.000000E-03     8.482323E-01     1.000000E+00           
        937  density_unfiltered_937       c     5.000000E-03     7.417466E-01     1.000000E+00           
        938  density_unfiltered_938       c     5.000000E-03     5.975692E-01     1.000000E+00           
        939  density_unfiltered_939       c     5.000000E-03     4.718767E-01     1.000000E+00           
        940  density_unfiltered_940       c     5.000000E-03     3.711021E-01     1.000000E+00           
        941  density_unfiltered_941       c     5.000000E-03     2.824350E-01     1.000000E+00           
        942  density_unfiltered_942       c     5.000000E-03     1.909335E-01     1.000000E+00           
        943  density_unfiltered_943       c     5.000000E-03     1.141555E-01     1.000000E+00           
        944  density_unfiltered_944       c     5.000000E-03     8.617766E-02     1.000000E+00           
        945  density_unfiltered_945       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        946  density_unfiltered_946       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        947  density_unfiltered_947       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        948  density_unfiltered_948       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        949  density_unfiltered_949       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        950  density_unfiltered_950       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        951  density_unfiltered_951       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        952  density_unfiltered_952       c     5.000000E-03     1.000000E+00     1.000000E+00          u
        953  density_unfiltered_953       c     5.000000E-03     8.283156E-01     1.000000E+00           
        954  density_unfiltered_954       c     5.000000E-03     6.925407E-01     1.000000E+00           
        955  density_unfiltered_955       c     5.000000E-03     6.743669E-01     1.000000E+00           
        956  density_unfiltered_956       c     5.000000E-03     7.271610E-01     1.000000E+00           
        957  density_unfiltered_957       c     5.000000E-03     8.357857E-01     1.000000E+00           
        958  density_unfiltered_958       c     5.000000E-03     9.255596E-01     1.000000E+00           
        959  density_unfiltered_959       c     5.000000E-03     8.772820E-01     1.000000E+00           
        960  density_unfiltered_960       c     5.000000E-03     6.602064E-01     1.000000E+00           
        961  density_unfiltered_961       c     5.000000E-03     4.322122E-01     1.000000E+00           
        962  density_unfiltered_962       c     5.000000E-03     4.280269E-01     1.000000E+00           
        963  density_unfiltered_963       c     5.000000E-03     5.856368E-01     1.000000E+00           
        964  density_unfiltered_964       c     5.000000E-03     7.541425E-01     1.000000E+00           
        965  density_unfiltered_965       c     5.000000E-03     8.428451E-01     1.000000E+00           
        966  density_unfiltered_966       c     5.000000E-03     8.060993E-01     1.000000E+00           
        967  density_unfiltered_967       c     5.000000E-03     6.823825E-01     1.000000E+00           
        968  density_unfiltered_968       c     5.000000E-03     5.464683E-01     1.000000E+00           
        969  density_unfiltered_969       c     5.000000E-03     4.334064E-01     1.000000E+00           
        970  density_unfiltered_970       c     5.000000E-03     3.410454E-01     1.000000E+00           
        971  density_unfiltered_971       c     5.000000E-03     2.567114E-01     1.000000E+00           
        972  density_unfiltered_972       c     5.000000E-03     1.663302E-01     1.000000E+00           
        973  density_unfiltered_973       c     5.000000E-03     9.041110E-02     1.000000E+00           
